,StockCode,Brand,Unit Price,Category
732,23538,Touch Up Express,16.99,Auto
733,22303,Mightyskins,6.99,Cell
734,15044C,Mightyskins,23.99,Electronics
735,22938,Eye Buy Express,40.99,Health
736,20998,SockGuy,11.65,Toys
737,22131,Dr. Comfort,139.0,Clothing
738,21495,Ply Gem,97.63,Home
739,23168,Port & Company,19.14,Clothing
740,23253,Mightyskins,23.99,Electronics
741,22077,Newbee,15.99,Health
742,22535,Mightyskins,5.99,Electronics
744,21908,MusicBoxAttic,240.99,Jewelry
745,21136,SuperJeweler,3999.99,Jewelry
746,22586,Eye Buy Express,28.99,Health
747,23034,Style & Apply,39.95,Home
748,22431,Ribbon Bazaar,15.43,Party
749,22187,Mightyskins,19.99,Electronics
751,84247G,Larissa Veronica,46.0,Food
752,22888,HILASON,82.95,Sports
753,23539,Eye Buy Express,19.99,Health
754,72801d,Sunco Lighting,79.99,Household
755,20978,Urbane,23.49,Clothing
756,22782,Mightyskins,23.99,Electronics
757,21622,Tee's Plus,19.95,Clothing
758,22024,Casual Nights,21.99,Clothing
759,23541,Eye Buy Express,23.99,Health
760,84968E,Eye Buy Express,27.99,Health
761,84840,Mightyskins,6.99,Electronics
762,23250,Business Essentials,31.97,Office
763,20981,Planet Wise,15.95,Baby
764,22848,Mightyskins,6.99,Cell
765,22398,European Body Art,11.5,Arts
766,23344,Envelopes.com,66.19,Office
767,85015,Port & Company,18.72,Clothing
768,90201A,Mightyskins,19.99,Electronics
769,22097,DJI,19.99,Electronics
770,82583,Eye Buy Express,16.99,Health
771,22979,Unconditional Love,22.61,Pets
773,22360,The Holiday Aisle,37.99,Party
774,23483,Mightyskins,23.99,Electronics
775,16218,Heepo,8.92,Health
776,21927,Box Packaging,103.13,Office
777,22311,Harriton,14.57,Clothing
778,22522,Mightyskins,5.99,Electronics
780,22556,Prop?t,76.95,Clothing
781,84913A,Mopar,46.31,Auto
782,23076,UNOTUX,51.99,Clothing
784,23227,Eye Buy Express,42.99,Health
785,22834,Awkward Styles,27.95,Clothing
786,23175,Sport-Tek,14.33,Clothing
787,21669,Mightyskins,8.99,Electronics
788,22047,MusicBoxAttic,280.99,Home
789,22845,Mightyskins,6.99,Cell
790,22715,Natural Balance,25.82,Health
791,21340,MusicBoxAttic,38.99,Office
792,22377,Mightyskins,19.99,Electronics
793,84828,Ekena Millwork,145.0,Home
794,21408,Mightyskins,9.99,Electronics
795,85206A,Eye Buy Express,23.18,Health
796,22661,Ply Gem,66.63,Home
797,22985,Mightyskins,6.99,Cell
798,22696,Gain,14.97,Household
799,23299,SA106,12.95,Health
800,23452,WD,106.92,Electronics
801,22487,myDriversPlus,10.99,Electronics
802,21949,Aerosoles,69.0,Clothing
803,21672,Mightyskins,14.99,Electronics
804,21730,Eye Buy Express,26.99,Health
805,90198A,Eddie Bauer,85.0,Clothing
806,21955,SA106,12.95,Health
807,23138,Ekena Millwork,291.84,Home
808,84832,Mightyskins,19.99,Electronics
809,23146,Mightyskins,18.99,Electronics
810,23493,True City Life,11.99,Clothing
811,23132,Mightyskins,14.99,Electronics
812,22690,Mightyskins,19.99,Electronics
813,22925,Mightyskins,23.99,Electronics
814,79403,Winston Porter,82.99,Home
815,22168,Night-life,12.5,Beauty
816,22927,Winston Porter,176.99,Party
817,22560,Tusk Racing,18.07,Auto
818,21544,Port & Company,15.16,Clothing
819,22219,Omega Products Corporation,19.99,Home
820,22418,Mightyskins,19.99,Electronics
821,22759,Eye Buy Express,36.99,Health
822,23432,UNOTUX,56.99,Clothing
823,22997,Mightyskins,6.99,Cell
824,23085,True City Life,16.99,Clothing
825,84508B,Paasche,137.45,Arts
826,22188,Style & Apply,19.95,Home
827,23210,KATARINA,3425.0,Jewelry
828,22043,Eye Buy Express,16.99,Health
829,22577,Eye Buy Express,25.99,Health
830,23513,Business Essentials,23.33,Office
831,23437,SHORE TRENDZ,27.98,Clothing
832,23309,Dr. Comfort,139.0,Clothing
833,22078,Eye Buy Express,40.99,Health
834,21579,Ebern Designs,55.99,Food
835,21383,Eye Buy Express,19.22,Health
837,21527,Mightyskins,9.99,Video
838,84912B,Pull-Ups,26.49,Baby
839,84985A,allwitty,14.99,Clothing
840,20718,MusicBoxAttic,270.99,Home
842,20702,Eye Buy Express,27.99,Health
843,21882,Mightyskins,5.99,Electronics
846,22749,Mightyskins,19.99,Electronics
847,22112,Eye Buy Express,20.99,Health
848,17129F,Country Brook Design,8.95,Pets
849,20750,Mightyskins,17.99,Electronics
850,85183B,MusicBoxAttic,73.99,Office
851,23511,Mightyskins,6.99,Cell
852,22087,Mightyskins,5.99,Electronics
853,22113,MusicBoxAttic,215.99,Home
854,22278,Eye Buy Express,42.99,Health
855,23163,Shirtinvaders,64.0,Clothing
856,22361,MusicBoxAttic,215.99,Home
857,90190C,Zoan,164.44,Auto
858,85049H,OMNIHIL,12.96,Electronics
859,84880,Medi,87.98,Health
860,84050,Ply Gem,66.63,Home
861,22320,HP,1183.0,Electronics
863,20934,AJJ Cornhole,39.99,Sports
864,22224,Ames Walker,46.99,Clothing
865,85053,Eye Buy Express,23.99,Health
866,23177,Apex,129.0,Clothing
869,46000M,Mightyskins,12.99,Electronics
870,47593B,Tee's Plus,16.95,Clothing
871,22171,PMU,35.91,Party
872,21934,Universal Pictures,34.98,Movies
873,22788,Mightyskins,8.99,Video
874,22846,Eye Buy Express,18.99,Health
875,22324,STARWEST,22.94,Food
876,23556,Hollywood Thread,21.9,Clothing
877,21713,Eye Buy Express,23.18,Health
878,22904,Physicians Formula,6.62,Beauty
879,90206C,Casual Nights,23.99,Clothing
881,20961,Mightyskins,37.31,Electronics
882,21578,Eye Buy Express,40.99,Health
883,21642,Seachrome,160.0,Health
884,16259,Mightyskins,11.99,Electronics
885,23497,BBR,554.95,Toys
886,82552,HK Army,74.95,Auto
887,21747,Eye Buy Express,19.99,Health
888,21892,Ekena Milwork,161.0,Home
889,22090,Envelopes.com,21.9,Party
890,21033,Graphics and More,10.99,Health
892,22116,Envelopes.com,151.19,Office
893,21078,Galaxy by Harvic,11.97,Clothing
894,21381,Business Essentials,44.63,Office
896,22582,Maevn,49.99,Clothing
897,22358,Dr. Comfort,139.0,Clothing
898,22192,MusicBoxAttic,240.99,Jewelry
899,22639,MusicBoxAttic,322.99,Jewelry
900,21064,MusicBoxAttic,215.99,Home
901,21877,Eye Buy Express,41.99,Health
902,85103,Omega Products Corporation,21.99,Home
904,20964,Unbranded,7.45,Arts
905,85176,Port & Company,19.14,Clothing
906,90209C,Mightyskins,6.99,Electronics
907,84692,Mightyskins,15.99,Electronics
908,22028,Urbane,21.49,Clothing
909,48188,Ekena Milwork,72.19,Home
910,22454,Edwards,31.33,Clothing
911,22473,Jampaper,42.0,Office
912,72741,UNOTUX,41.99,Clothing
913,22915,CafePress,24.99,Clothing
914,85054,MoYo Natural Labs,15.99,Clothing
915,22968,Eye Buy Express,25.99,Health
916,22195,Mightyskins,19.99,Electronics
917,21137,Mightyskins,19.99,Cell
918,21584,Instant Message,19.99,Clothing
919,23169,Mightyskins,19.99,Electronics
920,85131B,Envelopes.com,226.47,Office
921,21876,Mightyskins,9.99,Electronics
922,22714,Eye Buy Express,36.99,Health
923,23354,Zoan,164.44,Auto
924,82095,Mightyskins,23.99,Electronics
925,22627,Sakura,40.9,Office
926,23300,Business Essentials,26.29,Office
927,23399,Mightyskins,9.99,Home
928,23332,Urbane,21.49,Clothing
929,85161,Dr. Comfort,139.0,Clothing
930,84947,Mightyskins,23.99,Electronics
931,23243,DJI,49.99,Electronics
932,22273,Eye Buy Express,25.99,Health
933,22460,UNOTUX,46.99,Clothing
934,21326,Envelopes.com,113.94,Party
935,22285,Mightyskins,12.99,Electronics
936,21731,Eye Buy Express,25.99,Health
937,22249,Chico Creek Signs,21.95,Home
938,22061,Mightyskins,34.99,Sports
939,22550,Sealed with a Kiss Designs Plus Size,69.9,Clothing
941,21558,Mightyskins,9.99,Home
942,23005,Ekena Milwork,168.03,Home
943,21015,Mightyskins,14.99,Video
944,22152,Business Essentials,49.01,Office
945,21314,Mightyskins,6.99,Cell
946,22153,Zexpa Apparel,14.99,Clothing
947,21899,Eye Buy Express,22.99,Health
949,23570,Prop?t,128.25,Clothing
951,21293,Eye Buy Express,40.99,Health
952,23096,Mightyskins,5.99,Electronics
953,22072,Mightyskins,6.99,Cell
954,21948,Eye Buy Express,23.99,Health
955,20735,Yosoo,7.76,Beauty
956,21937,Duda Energy,9.05,Home
957,22147,Eye Buy Express,38.99,Health
958,21889,Eye Buy Express,33.99,Health
959,22389,Eye Buy Express,25.99,Health
960,20674,Homden,32.99,Electronics
961,20902,Mightyskins,14.99,Home
962,22244,Eclectic Lady,10.99,Beauty
963,84347,Boyesen,187.86,Auto
964,23128,Port & Company,15.16,Clothing
966,22120,Medi,62.38,Health
967,71053,Awkward Styles,23.95,Clothing
968,84030E,Mightyskins,14.99,Electronics
969,90036D,Ekena Milwork,154.23,Home
970,84858C,Ekena Milwork,161.0,Home
971,21714,Mightyskins,23.99,Electronics
972,21719,Apex,129.0,Clothing
974,23434,Eye Buy Express,23.99,Health
975,23378,Mightyskins,17.99,Electronics
976,20685,MusicBoxAttic,240.99,Jewelry
977,22865,SPS,73.53,Office
978,22174,Omega Products Corporation,19.99,Home
979,23222,Phil-Tone,495.0,Musical
980,82580,Eye Buy Express,23.18,Health
981,21317,Mightyskins,17.99,Electronics
982,23111,Eye Buy Express,23.99,Health
983,22334,MusicBoxAttic,240.99,Jewelry
984,23053,Medi,36.78,Health
985,22796,Awkward Styles,21.95,Clothing
987,22286,Eye Buy Express,36.99,Health
988,20717,Urbane,21.49,Clothing
989,22420,Medi,62.38,Health
991,47599B,Electriduct,46.4,Auto
992,22990,Eye Buy Express,42.99,Health
993,22341,Unik Occasions,33.98,Food
994,23159,Eye Buy Express,42.99,Health
995,22551,Mightyskins,14.99,Electronics
996,20974,Birthday Express Kits,31.38,Party
997,21530,MusicBoxAttic,83.99,Office
998,23126,Ron's Optical,11.99,Health
999,35953,Medi,62.38,Health
1000,82001S,Edwards,29.62,Clothing
1001,22692,Jackson Ultima,749.95,Clothing
1002,21580,August Grove,103.99,Baby
1003,21916,Cybrtrayd,10.99,Party
1004,85039B,New Way,25.29,Household
1005,22640,4Legs4Pets by Mahar,49.18,Pets
1006,22430,Philips,22.99,Household
1007,23281,Port & Company,17.85,Clothing
1008,47504H,Mightyskins,5.99,Electronics
1009,23266,Made by Johnny,14.95,Clothing
1010,84849B,SA106,12.95,Health
1011,16011,Eye Buy Express,33.99,Health
1012,21094,Style and Apply,49.95,Home
1013,23241,ECR4Kids,207.11,Office
1014,22208,Omega,26.99,Home
1015,22429,Mightyskins,9.99,Electronics
1016,23374,Eye Buy Express,16.99,Health
1017,22774,Medi,110.38,Health
1018,22949,365 Printing,29.99,Pets
1019,23694,Eye Buy Express,26.99,Health
1020,90197B,The Decal Guru,55.99,Home
1021,23240,Skylinewears,35.99,Clothing
1024,21466,Medi,48.78,Health
1025,22529,MusicBoxAttic,215.99,Home
1026,22942,Mightyskins,23.99,Electronics
1027,47503H,Springhill,36.69,Office
1028,84638,Eye Buy Express,23.99,Health
1029,22773,Mightyskins,9.99,Electronics
1030,22495,Mightyskins,19.99,Electronics
1031,23213,Victoria Klein,12.9,Health
1032,22948,PMU,69.91,Party
1033,22332,Pixnor,5.89,Arts
1034,21650,Eye Buy Express,23.99,Health
1036,23178,Country Brook Design,17.95,Pets
1037,84931A,Eye Buy Express,26.99,Health
1038,21774,American Imaginations,491.84,Home
1039,46000R,Eye Buy Express,41.99,Health
1040,84792,Ralph Lauren,98.0,Clothing
1041,21313,TTX Tech,21.59,Video
1042,22854,Edwards,30.85,Clothing
1043,17107D,Duda Energy,11.05,Home
1044,23454,Elegant Comfort,15.99,Home
1045,21194,Mightyskins,9.99,Cell
1046,90214C,MusicBoxAttic,215.99,Home
1047,21135,Etro,53.0,Premium
1048,47566,Port Authority,12.78,Clothing
1049,22880,Country Brook Design,8.95,Pets
1050,22899,MoYo Natural Labs,7.99,Clothing
1051,22151,Mightyskins,6.99,Electronics
1052,22921,Mightyskins,64.99,Sports
1053,23333,Medi,49.58,Health
1054,21616,Ribbon Bazaar,15.43,Party
1055,23199,L'Oreal Paris,7.12,Beauty
1056,22293,Ekena Millwork,145.0,Home
1057,85141,Mightyskins,22.99,Electronics
1059,21812,Cybrtrayd Life of the Party,6.29,Party
1060,85040A,Mightyskins,11.99,Electronics
1061,17003,Mightyskins,19.99,Electronics
1062,22809,Eye Buy Express,29.99,Health
1063,84559a,City Shirts,20.9,Clothing
1064,20697,UNOTUX,41.99,Clothing
1065,21985,Mightyskins,6.99,Electronics
1066,85152,Tee's Plus,29.95,Clothing
1067,22909,Mightyskins,23.99,Electronics
1070,21594,Mightyskins,23.99,Electronics
1071,23397,Eye Buy Express,16.99,Health
1072,84660C,Dacasso,71.42,Office
1073,22105,Eye Buy Express,19.99,Health
1074,84509G,Prop?t,76.95,Clothing
1075,79000,Mightyskins,9.99,Video
1076,23319,Duda Energy,5.9,Home
1077,23515,Mightyskins,9.99,Electronics
1078,22435,DJI,14.99,Electronics
1079,79191C,Mightyskins,14.99,Electronics
1080,22747,Mightyskins,9.99,Electronics
1081,23664,amaryllis,14.1,Clothing
1082,23122,Mightyskins,23.99,Electronics
1083,22664,Mightyskins,6.99,Cell
1084,22689,Style & Apply,69.95,Home
1085,22026,SOC,18.41,Party
1086,23453,Eye Buy Express,43.99,Health
1087,23318,Lindemann Chimney Supply,54.59,Home
1088,84356,Ekena Milwork,180.56,Home
1089,16012,Mightyskins,9.99,Electronics
1090,21429,Eye Buy Express,26.99,Health
1091,84755,Mightyskins,23.99,Electronics
1092,23394,adidas,109.95,Sports
1093,21976,Eye Buy Express,38.99,Health
1094,23028,Eye Buy Express,19.21,Health
1095,23081,Mightyskins,17.99,Electronics
1096,23691,Style and Apply,69.99,Home
1097,23473,Jackson Ultima,749.95,Clothing
1098,22265,Urbane,21.49,Clothing
1100,72799E,Mightyskins,9.99,Electronics
1101,21682,MusicBoxAttic,240.99,Jewelry
1102,22089,New Way,26.39,Household
1103,21206,Eye Buy Express,38.99,Health
1104,21975,Mightyskins,9.99,Video
1105,85032B,Mightyskins,59.99,Sports
1106,84596E,Mightyskins,6.99,Cell
1108,90013C,Fanatics Branded,69.99,Sports
1109,23292,MusicBoxAttic,215.99,Home
1110,46776A,Eye Buy Express,29.99,Health
1112,22176,Prop?t,74.95,Clothing
1113,84536B,StylesILove,19.79,Clothing
1114,22374,StylesILove,19.79,Clothing
1115,20771,Eye Buy Express,19.21,Health
1116,22976,Mightyskins,23.99,Electronics
1117,22810,Aerosoles,37.99,Clothing
1118,22474,Medi,87.98,Health
1119,84596F,UNOTUX,56.99,Clothing
1120,22900,Tech Cover,9.95,Cell
1121,85049E,Mightyskins,14.99,Electronics
1122,21905,Eye Buy Express,36.99,Health
1123,21124,Mightyskins,6.99,Cell
1124,84581,Mightyskins,19.99,Video
1125,22452,Hawaii Pharm,149.95,Health
1126,21794,Lion Brand,18.66,Arts
1127,22251,Ekena Millwork,212.15,Home
1128,22539,Ribbon Bazaar,15.43,Party
1129,21213,AARCO,274.25,Office
1130,21291,MusicBoxAttic,240.99,Jewelry
1131,23352,CHOSEN SUPPLIES,32.5,Household
1132,85049F,Style & Apply,69.95,Home
1133,22567,ECR4Kids,260.0,Office
1134,22740,Unik Occasions,24.98,Food
1135,20734,ECR4Kids,450.9,Home
1136,22994,Seat Belt Extender Pros,15.89,Auto
1137,71050,Mightyskins,23.99,Electronics
1138,51014L,Ekena Millwork,61.6,Home
1139,20831,Style and Apply,49.95,Home
1140,22233,Mightyskins,6.99,Electronics
1141,22835,Harriton,25.23,Clothing
1142,21873,Eye Buy Express,37.99,Health
1143,22665,StylesILove,19.79,Clothing
1144,20700,Ply Gem,96.63,Home
1145,22999,Port & Company,13.61,Clothing
1146,22682,Urbane,23.49,Clothing
1147,47310M,Mightyskins,6.99,Cell
1148,22988,Eye Buy Express,19.99,Health
1150,22507,Mightyskins,14.99,Electronics
1151,46776F,Mightyskins,6.99,Cell
1152,20996,Hasbro,22.53,Toys
1153,23171,REDI-TAG,22.95,Home
1154,37488A,Pentair,139.6,Home
1155,22984,Country Brook Design,10.95,Pets
1157,20675,Envelopes.com,187.94,Party
1158,22874,Tucker Murphy Pet,35.99,Pets
1159,23558,Eye Buy Express,20.99,Health
1160,23582,Style and Apply,39.95,Home
1161,21811,Hollywood Thread,21.9,Clothing
1163,21559,New Way,27.49,Household
1164,90073,Style & Apply,49.95,Home
1165,20973,Skylinewears,35.99,Clothing
1166,21509,A4 Drop Ship,8.62,Clothing
1168,22752,Shirtinvaders,49.33,Clothing
1169,90209B,Eye Buy Express,36.99,Health
1170,48187,Eye Buy Express,23.99,Health
1171,21947,Augusta Sportswear,13.44,Clothing
1172,23393,European Body Art,22.03,Arts
1173,90120C,Business Essentials,52.66,Office
1174,20992,Style and Apply,29.95,Home
1175,72134,Winston Porter,82.99,Home
1176,21918,Sunsets,65.27,Clothing
1177,23115,Envelopes.com,29.95,Party
1178,21503,Fly Racing,109.95,Auto
1179,85204,Katherine Andarcia,12.95,Books
1180,22798,Unconditional Love,26.97,Pets
1181,21508,Edwards,29.62,Clothing
1182,22824,Eye Buy Express,36.99,Health
1183,22565,Unbranded,8.29,Toys
1184,84519A,Prop?t,76.95,Clothing
1186,85095,Eye Buy Express,23.99,Health
1187,22081,DJI,49.99,Electronics
1188,84926D,Zoan,164.44,Auto
1189,23550,Box Packaging,61.88,Office
1190,21991,Eye Buy Express,23.99,Health
1191,22584,Eye Buy Express,43.99,Health
1192,85014B,Mightyskins,23.99,Electronics
1193,22261,Shirtinvaders,61.33,Clothing
1195,23153,Mightyskins,14.99,Video
1196,21069,The Holiday Aisle,311.76,Home
1197,84741C,SWE Inc,11.59,Beauty
1199,23144,MusicBoxAttic,38.99,Office
1200,23317,MusicBoxAttic,311.99,Jewelry
1201,21220,Ekena Milwork,232.5,Home
1202,22071,Holloway,7.0,Clothing
1203,21216,Zoan,164.44,Auto
1204,79066K,Mightyskins,9.99,Video
1205,22767,Ekena Milwork,235.0,Home
1206,21422,Prop?t,76.95,Clothing
1207,22685,Holloway,8.99,Clothing
1208,21448,Unique Bargains,11.99,Party
1209,10002,Port & Company,19.14,Clothing
1210,22232,CoverGirl,10.14,Beauty
1211,22421,Mightyskins,19.99,Video
1212,22753,Duda Energy,26.45,Home
1214,23380,Eye Buy Express,32.99,Health
1215,23170,Prop?t,76.95,Clothing
1216,22465,Envelopes.com,253.28,Office
1217,22537,DJI,24.99,Electronics
1218,35004C,Eye Buy Express,27.99,Health
1219,21240,Style and Apply,69.95,Home
1220,21817,Port Authority,43.18,Clothing
1221,22305,Lutema,191.5,Office
1222,85227,Port Authority,11.18,Clothing
1223,21262,Edwards,30.85,Clothing
1224,21654,CW-X,139.95,Sports
1225,46776C,CafePress,27.99,Clothing
1226,85184C,Omega,21.99,Home
1227,22080,Unik Occasions,26.98,Food
1228,23411,INNOVAA,4.99,Cell
1229,21883,Eye Buy Express,30.99,Health
1230,20679,Eye Buy Express,23.99,Health
1231,22819,Lion Brand,7.49,Arts
1232,23191,Lantern Press,44.99,Home
1233,21935,Mightyskins,10.78,Cell
1234,21623,Grunge Off,170.0,Household
1236,23495,Mightyskins,6.99,Cell
1237,84806B,Medi,36.78,Health
1238,23162,Eye Buy Express,40.99,Health
1239,20839,Shirtinvaders,64.0,Clothing
1240,22525,Ambiant,129.95,Home
1241,22088,Eye Buy Express,19.99,Health
1243,22569,Mightyskins,6.99,Cell
1244,22258,OPI,8.5,Premium
1245,23414,Heritage,33.6,Auto
1246,85230A,Jim Shore Disney Tinkerbell With Snowflake Figurine,117.27,Shop
1247,22517,Master Industries,18.73,Health
1248,22062,MusicBoxAttic,215.99,Home
1249,84912A,Mightyskins,9.99,Electronics
1250,22074,Eye Buy Express,25.99,Health
1251,21581,Galaxy by Harvic,11.97,Clothing
1252,22870,Mightyskins,6.99,Cell
1253,72349B,Eye Buy Express,42.99,Health
1254,21107,Mightyskins,6.99,Electronics
1256,23004,MusicBoxAttic,215.99,Home
1257,79190B,Eye Buy Express,28.99,Health
1258,22918,Seat Belt Extender Pros,15.89,Auto
1259,22651,DipWell,8.97,Beauty
1260,23078,Sport-Tek,13.08,Clothing
1261,72819,New Way,21.99,Clothing
1262,22897,New Way,27.49,Household
1263,23580,Ekena Millwork,208.24,Home
1264,22654,Country Brook Design,17.95,Pets
1265,23395,Eye Buy Express,37.99,Health
1266,22599,Holbein,18.9,Arts
1268,21528,Eye Buy Express,41.99,Health
1269,23244,DJI,49.99,Electronics
1270,22643,Duda Energy,12.15,Home
1271,22027,Yellow Dog Design,16.33,Pets
1272,22756,DJI,49.99,Electronics
1273,16054,Eye Buy Express,25.99,Health
1274,23101,UNOTUX,56.99,Clothing
1275,22141,Ply Gem,115.63,Home
1276,20658,Mirage Pet Products,16.12,Pets
1278,23108,MusicBoxAttic,240.99,Jewelry
1279,21980,Ekena Milwork,161.0,Home
1280,22763,MusicBoxAttic,63.99,Office
1282,84970L,Eye Buy Express,43.99,Health
1284,21167,Mightyskins,23.99,Electronics
1285,84988,Ekena Millwork,145.0,Home
1286,22748,Ultimate Arms Gear,34.95,Sports
1287,90041,Eye Buy Express,40.99,Health
1288,22117,MusicBoxAttic,38.99,Office
1289,22939,Mightyskins,69.99,Sports
1290,22592,Eye Buy Express,42.99,Health
1291,85049G,Eye Buy Express,29.99,Health
1292,84568,Eye Buy Express,24.99,Health
1293,21704,Seat Belt Extender Pros,15.89,Auto
1294,23264,Style and Apply,69.99,Home
1295,22839,Eye Buy Express,25.99,Health
1296,21417,MusicBoxAttic,278.99,Jewelry
1297,21288,Ames Walker,32.59,Health
1298,22091,Ambiant,5.0,Home
1299,21901,DJI,19.99,Electronics
1300,90161D,Prop?t,49.25,Clothing
1301,21891,Mightyskins,17.99,Electronics
1302,21824,UNOTUX,36.99,Clothing
1303,84919,Ambiant,99.95,Home
1304,85008,Sculpey,4.65,Toys
1305,85034B,Mightyskins,14.99,Electronics
1307,21211,Sport-Tek,9.34,Clothing
1308,21162,Eye Buy Express,34.99,Health
1309,23180,New Way,14.29,Clothing
1310,84510A,Eye Buy Express,17.99,Health
1311,22488,CHOSEN SUPPLIES,6169.75,Household
1312,22669,Eye Buy Express,33.99,Health
1313,22193,Eye Buy Express,25.99,Health
1314,16207B,Style and Apply,109.99,Home
1315,84950,burton + BURTON,16.72,Party
1316,22436,Anker,23.99,Seasonal
1317,90134,Envelopes.com,284.94,Office
1318,22859,Mightyskins,9.99,Electronics
1319,85214,4Legs4Pets by Mahar,49.18,Pets
1320,21485,Fly Racing,109.95,Auto
1321,23287,Mightyskins,29.99,Sports
1322,23527,Eye Buy Express,42.99,Health
1323,22926,Ply Gem,58.63,Home
1325,20652,Eye Buy Express,23.99,Health
1327,84683,Edwards,35.35,Clothing
1328,21676,Envelopes.com,156.94,Party
1329,90170,Mightyskins,19.99,Electronics
1330,22483,OPI,8.99,Premium
1331,21098,Omega,21.99,Home
1332,21698,Ambiant,1699.95,Home
1333,22294,Touch Up Express,249.49,Auto
1334,21890,Eye Buy Express,34.99,Health
1335,72816,Mightyskins,9.99,Electronics
1336,22052,DJI,6.99,Electronics
1338,46118,Dr. Mercola,23.9,Pets
1339,22297,Mightyskins,19.99,Electronics
1340,15056BL,MLS,10.98,Sports
1341,22578,Eye Buy Express,24.99,Health
1342,23306,Orion Leather,74.95,Clothing
1343,21679,Mightyskins,9.99,Electronics
1345,21499,Business Essentials,87.28,Office
1346,17012A,Tee's Plus,16.95,Clothing
1347,22057,AARCO,655.2,Office
1348,21389,Eye Buy Express,31.99,Health
1349,22276,allwitty,14.99,Clothing
1350,22359,MusicBoxAttic,289.99,Jewelry
1351,20765,Mightyskins,19.99,Electronics
1352,21688,IN MY PARENTS BASEMENT,25.98,Clothing
1353,22605,Buckle-Down,34.99,Pets
1355,23568,Yamaha,134.3,Shop
1356,84519B,Sakura Markers,23.74,Office
1357,C2,Edwards,31.33,Clothing
1358,85087,Medi,49.58,Health
1359,23501,Eye Buy Express,34.99,Health
1360,21557,Fruit of the Loom,8.17,Clothing
1361,37500,True City Life,8.99,Clothing
1362,21115,Eye Buy Express,22.99,Health
1363,17038,Mightyskins,23.99,Electronics
1364,22829,Mightyskins,14.99,Electronics
1365,22494,Business Essentials,26.3,Office
1366,85183A,MusicBoxAttic,240.99,Jewelry
1367,23308,Skylinewears,35.99,Clothing
1368,23366,SuperJeweler,1799.99,Jewelry
1369,22215,MusicBoxAttic,215.99,Home
1371,82599,Eye Buy Express,36.99,Health
1372,21116,Mightyskins,9.99,Electronics
1373,90027C,Style & Apply,89.95,Home
1374,22713,Mightyskins,9.99,Electronics
1375,22675,Style and Apply,49.95,Home
1376,21866,Ply Gem,96.63,Home
1377,21391,Mightyskins,27.99,Electronics
1378,48111,Maevn,55.99,Clothing
1379,23239,Alpinestars,269.95,Auto
1380,22250,Eye Buy Express,19.21,Health
1382,46000S,MusicBoxAttic,240.99,Jewelry
1383,21120,MusicBoxAttic,270.99,Home
1384,21248,Jackson Ultima,749.95,Clothing
1385,22485,Omega,21.99,Home
1386,21845,Galaxy by Harvic,11.97,Clothing
1387,22951,Ron's Optical,11.99,Health
1389,23048,allwitty,16.99,Clothing
1390,23068,Drag Specialties,27.68,Auto
1391,21898,DJI,49.99,Electronics
1392,22432,Matrix,64.44,Beauty
1393,22670,Ply Gem,66.63,Home
1394,71143,Envelopes.com,448.3,Office
1395,21627,Mightyskins,14.99,Electronics
1396,23314,Hard Core Brands,9.09,Pets
1397,21446,Maevn,51.99,Clothing
1398,20762,CoverGirl,11.41,Beauty
1399,22425,Ames Walker,46.99,Clothing
1401,23100,Ekena Milwork,155.0,Home
1402,22566,August Grove,103.99,Baby
1403,22041,DJI,6.99,Electronics
1404,90100,Pureglare,53.75,Office
1405,22572,Country Brook Design,10.95,Pets
1406,22805,Ply Gem,80.63,Home
1407,23313,DJI,24.99,Electronics
1409,84993A,Paper Mate,5.22,Office
1410,22287,Sport-Tek,14.67,Clothing
1411,23348,Duda Energy,35.25,Home
1412,84466,RoomFactory,581.19,Office
1413,22154,Mightyskins,9.99,Electronics
1414,84596L,Mightyskins,23.99,Electronics
1415,20969,Envelopes.com,55.23,Office
1416,22965,Port & Company,15.16,Clothing
1417,79144C,MusicBoxAttic,38.99,Office
1418,23291,DJI,24.99,Electronics
1419,23205,Beroyal,141.4,Beauty
1420,21159,HP,1512.0,Electronics
1421,22717,HP,1713.0,Electronics
1422,22800,Medi,62.38,Health
1423,21846,Style & Apply,69.95,Home
1424,85114b,Eye Buy Express,31.99,Health
1425,22686,DJI,6.99,Electronics
1426,23130,Mightyskins,6.99,Cell
1427,23342,True City Life,11.99,Clothing
1428,23502,Ekena Millwork,121.1,Home
1429,21807,Winston Porter,82.99,Home
1430,20979,Prop?t,76.95,Clothing
1431,23186,Pompeii3,1199.97,Jewelry
1432,23013,Mightyskins,14.99,Electronics
1433,22974,Edwards,29.62,Clothing
1435,22668,Envelopes.com,575.94,Party
1436,22302,UPBRIGHT,11.3,Electronics
1437,22758,Medi,62.38,Health
1438,21327,Mightyskins,23.99,Electronics
1439,23485,Lantern Press,59.99,Home
1440,21609,Omega,21.99,Home
1441,20829,Duda Energy,16.65,Home
1442,23021,Edwards,30.1,Clothing
1443,21402,Sax,21.49,Arts
1444,23435,Eddie Bauer,30.0,Clothing
1445,23545,Eye Buy Express,29.99,Health
1446,22953,Port & Company,18.21,Clothing
1447,21112,MusicBoxAttic,38.99,Office
1449,D,Ply Gem,69.63,Home
1450,21169,Envelopes.com,61.87,Office
1451,23145,Prop?t,62.95,Clothing
